Wall time,Step,Value
1594896844.5093634,301,20.397415161132812
1594896979.8407035,302,36.53314971923828
1594897115.2194192,303,51.755863189697266
1594897250.1151056,304,64.80094909667969
1594897385.809269,305,78.78515625
1594897521.334266,306,91.72628021240234
1594897655.9017808,307,104.45150756835938
1594897790.6271303,308,117.63875579833984
1594897925.9204407,309,130.47018432617188
1594898062.0297778,310,143.8560333251953
1594898197.0946302,311,157.19049072265625
1594898332.8930018,312,171.074462890625
1594898468.248398,313,184.68643188476562
1594898603.1877747,314,198.90310668945312
1594898739.8121812,315,213.35202026367188
1594898875.5050244,316,228.10304260253906
1594899011.1319487,317,243.12110900878906
1594899145.735014,318,258.9522705078125
1594899282.262555,319,273.8252258300781
1594899417.9186783,320,289.69781494140625
1594899553.5764325,321,305.37896728515625
1594899688.6148005,322,321.62347412109375
1594899824.047301,323,337.2869873046875
1594899959.094238,324,353.51910400390625
1594900093.5560093,325,369.9573669433594
1594900229.4543707,326,386.1327819824219
1594900364.0213683,327,402.9998474121094
1594900498.431102,328,419.9556579589844
1594900633.683578,329,436.81011962890625
1594900768.8189898,330,453.07080078125
1594900904.1954997,331,469.4593200683594
1594901039.8709812,332,486.47442626953125
1594901174.727247,333,502.96875
1594901309.594636,334,520.1625366210938
1594901444.2756593,335,537.1066284179688
1594901580.0841446,336,553.7332153320312
1594901715.201746,337,570.621337890625
1594901851.1791565,338,587.2120361328125
1594901985.5777671,339,603.6527099609375
1594902120.763288,340,620.8487548828125
1594902255.1546414,341,637.1930541992188
1594902389.7308025,342,653.49853515625
1594902524.8335438,343,669.2886962890625
1594902660.7081733,344,685.5369873046875
1594902795.3837106,345,701.3794555664062
1594902930.6409993,346,716.7053833007812
1594903066.2461374,347,732.1781616210938
1594903201.0748336,348,747.0604858398438
1594903336.2197466,349,761.322998046875
1594903471.8530018,350,776.697021484375
1594903606.5873454,351,791.6477661132812
1594903742.3592625,352,806.5859375
1594903877.5016172,353,820.5374755859375
1594904013.8949327,354,834.3170776367188
1594904149.7171066,355,848.628173828125
1594904285.4889748,356,861.4048461914062
1594904420.519574,357,874.9255981445312
1594904555.672495,358,888.3048706054688
1594904691.2479465,359,902.4389038085938
1594904826.506073,360,914.4462280273438
1594904961.7341955,361,926.5559692382812
1594905096.901104,362,937.9055786132812
1594905233.5210073,363,949.5707397460938
1594905369.3342824,364,961.5975952148438
1594905505.5940974,365,973.7868041992188
1594905642.1602192,366,985.2861328125
1594905784.8885267,367,996.8388061523438
1594905928.0009763,368,1007.6387329101562
1594906071.3689072,369,1018.2113647460938
1594906214.7315023,370,1028.9923095703125
1594906358.7557206,371,1039.712646484375
1594906502.1239552,372,1050.1053466796875
1594906646.3631952,373,1059.9169921875
1594906789.3108616,374,1069.5838623046875
1594906933.407001,375,1080.4532470703125
1594907076.9605699,376,1090.451416015625
1594907220.8104846,377,1099.8323974609375
